customer_id,recency,frequency,monetary,avg_order_value,unique_categories,age,city,gender,churn
1089,169,5,23322.37,4664.474,2,59,Hyderabad,Female,0
1090,482,1,2574.25,2574.25,1,26,Mumbai,Male,1
1091,154,6,22705.949999999997,3784.3249999999994,4,18,Bangalore,Male,0
1092,25,5,22159.6,4431.92,5,52,Chennai,Female,0
1093,543,1,1098.83,1098.83,1,54,Chennai,Female,1
1094,144,4,33512.54,8378.135,3,24,Hyderabad,Male,0
1095,118,4,17315.03,4328.7575,3,57,Delhi,Female,0
1096,176,1,4426.25,4426.25,1,52,Chennai,Female,0
1097,253,4,17737.57,4434.3925,2,44,Ahmedabad,Female,1
1098,155,4,12232.86,3058.215,4,54,Delhi,Male,0
1099,218,2,18927.41,9463.705,1,59,Bangalore,Female,1
1100,351,2,8439.449999999999,4219.724999999999,2,19,Chennai,Male,1
1101,249,3,6485.85,2161.9500000000003,2,35,Delhi,Female,1
1102,119,2,4916.28,2458.14,2,60,Kolkata,Male,0
1103,221,6,15112.87,2518.811666666667,4,21,Hyderabad,Female,1
1104,49,4,10727.8,2681.95,3,46,Chennai,Male,0
1105,194,2,9202.939999999999,4601.469999999999,2,38,Pune,Male,1
1106,364,1,6751.79,6751.79,1,45,Chennai,Male,1
1107,219,2,8998.25,4499.125,2,33,Mumbai,Male,1
1108,16,5,18616.97,3723.3940000000002,4,50,Chennai,Male,0
1110,83,6,34696.32,5782.72,5,44,Bangalore,Female,0
1111,331,2,5699.46,2849.73,2,24,Bangalore,Male,1
1112,15,6,22611.92,3768.653333333333,4,27,Ahmedabad,Male,0
1113,54,5,15309.789999999999,3061.9579999999996,4,30,Hyderabad,Male,0
1114,149,3,3118.08,1039.36,1,36,Kolkata,Male,0
1115,12,5,11007.76,2201.552,2,18,Ahmedabad,Male,0
1116,210,3,4352.76,1450.92,2,29,Kolkata,Male,1
1117,122,5,22370.7,4474.14,4,20,Mumbai,Male,0
1118,73,3,20163.77,6721.256666666667,3,56,Kolkata,Male,0
1119,405,1,1059.6,1059.6,1,50,Delhi,Female,1
1120,252,1,1875.65,1875.65,1,20,Delhi,Female,1
1121,24,5,16425.43,3285.0860000000002,3,26,Pune,Male,0
1122,162,2,22846.13,11423.065,1,55,Chennai,Male,0
1123,71,5,26663.239999999998,5332.647999999999,4,32,Bangalore,Male,0
1124,1,3,21499.19,7166.3966666666665,1,40,Mumbai,Male,0
1125,218,5,37112.13,7422.4259999999995,3,27,Bangalore,Male,1
1126,15,2,10293.73,5146.865,2,59,Ahmedabad,Male,0
1127,23,5,20245.63,4049.126,5,28,Mumbai,Male,0
1128,109,4,9583.41,2395.8525,2,45,Kolkata,Male,0
1129,12,4,15649.58,3912.395,2,39,Kolkata,Female,0
1130,211,4,12890.029999999999,3222.5074999999997,3,63,Kolkata,Female,1
1131,107,4,6824.07,1706.0175,3,31,Chennai,Male,0
1132,29,3,12461.05,4153.683333333333,2,49,Chennai,Female,0
1133,7,2,6541.13,3270.565,2,64,Mumbai,Male,0
1134,195,2,2680.46,1340.23,2,40,Kolkata,Female,1
1135,132,1,943.32,943.32,1,46,Hyderabad,Female,0
1136,21,6,38102.42,6350.403333333333,4,22,Mumbai,Male,0
1137,17,4,23372.12,5843.03,2,54,Bangalore,Male,0
1138,81,4,6361.09,1590.2725,4,63,Delhi,Female,0
1139,82,3,6860.05,2286.6833333333334,3,54,Bangalore,Male,0
1140,195,6,25853.97,4308.995,4,57,Hyderabad,Female,1
1141,15,3,13626.98,4542.326666666667,3,21,Chennai,Male,0
1142,77,5,12623.75,2524.75,5,64,Delhi,Female,0
1143,122,3,15146.75,5048.916666666667,3,49,Ahmedabad,Female,0
1144,128,2,13082.57,6541.285,2,64,Kolkata,Male,0
1145,122,3,22334.730000000003,7444.910000000001,3,37,Hyderabad,Female,0
1146,108,5,20491.89,4098.378,4,64,Bangalore,Female,0
1147,40,3,13946.439999999999,4648.813333333333,2,43,Kolkata,Male,0
1148,71,6,19064.15,3177.3583333333336,5,59,Mumbai,Female,0
1149,29,1,1280.93,1280.93,1,47,Chennai,Male,0
1150,27,4,17736.84,4434.21,2,57,Hyderabad,Female,0
1151,30,3,9305.13,3101.7099999999996,3,33,Bangalore,Female,0
1152,69,3,13682.029999999999,4560.676666666666,3,23,Bangalore,Female,0
1153,15,8,24533.489999999998,3066.6862499999997,5,59,Chennai,Female,0
1154,269,2,4548.99,2274.495,2,35,Chennai,Female,1
1155,244,5,20851.510000000002,4170.302000000001,3,30,Hyderabad,Male,1
1156,125,3,11481.68,3827.226666666667,3,22,Kolkata,Female,0
1157,227,1,3083.94,3083.94,1,48,Delhi,Female,1
1158,71,4,13755.74,3438.935,3,20,Mumbai,Male,0
1159,157,6,22775.07,3795.845,6,59,Mumbai,Female,0
1160,65,4,10950.5,2737.625,3,32,Hyderabad,Female,0
1161,51,6,21855.0,3642.5,4,55,Mumbai,Female,0
1162,330,2,3736.08,1868.04,2,23,Bangalore,Male,1
1163,133,4,5421.76,1355.44,3,35,Hyderabad,Female,0
1164,18,4,16119.62,4029.905,2,44,Hyderabad,Female,0
1165,201,4,16104.46,4026.115,3,36,Pune,Male,1
1166,311,3,12864.849999999999,4288.283333333333,3,39,Chennai,Male,1
1167,1,1,5683.31,5683.31,1,26,Hyderabad,Male,0
1168,7,1,1184.95,1184.95,1,47,Delhi,Female,0
1169,20,5,21631.72,4326.344,4,26,Bangalore,Male,0
1170,39,3,9446.57,3148.8566666666666,3,35,Chennai,Female,0
1171,17,2,4320.48,2160.24,2,40,Pune,Male,0
1172,18,5,23405.53,4681.106,5,64,Mumbai,Male,0
1173,192,2,1707.93,853.965,2,53,Kolkata,Female,1
1174,77,4,10380.98,2595.245,3,54,Bangalore,Male,0
1175,506,1,955.94,955.94,1,45,Kolkata,Female,1
1176,4,5,12456.99,2491.398,4,37,Chennai,Female,0
1178,195,1,7524.34,7524.34,1,37,Bangalore,Female,1
1180,398,2,2352.16,1176.08,2,43,Delhi,Female,1
1181,441,1,4037.03,4037.03,1,40,Mumbai,Male,1
1182,44,7,22020.8,3145.828571428571,5,29,Chennai,Female,0
1183,180,2,8263.91,4131.955,2,45,Delhi,Female,0
1184,306,1,2258.44,2258.44,1,50,Pune,Male,1
1185,403,1,9050.75,9050.75,1,42,Kolkata,Female,1
1186,20,4,16941.45,4235.3625,3,59,Pune,Male,0
1187,49,6,12663.330000000002,2110.5550000000003,5,30,Chennai,Male,0
1188,269,1,6540.42,6540.42,1,53,Chennai,Male,1
1189,249,6,12513.43,2085.5716666666667,2,38,Delhi,Male,1
1190,127,3,22251.3,7417.099999999999,2,32,Kolkata,Male,0
1191,5,4,24808.73,6202.1825,2,61,Delhi,Female,0
1192,401,2,8268.31,4134.155,2,19,Bangalore,Female,1
1193,6,7,30994.11,4427.7300000000005,6,63,Hyderabad,Female,0
1194,49,4,19663.6,4915.9,4,25,Bangalore,Male,0
1195,103,4,29225.629999999997,7306.407499999999,4,37,Delhi,Female,0
1196,433,1,1088.66,1088.66,1,19,Kolkata,Male,1
1197,53,6,43691.32,7281.886666666666,4,34,Delhi,Male,0
1198,49,3,2825.6400000000003,941.8800000000001,1,24,Kolkata,Male,0
1199,536,1,1320.83,1320.83,1,64,Hyderabad,Female,1
1200,8,5,18269.52,3653.904,4,43,Chennai,Female,0
1201,32,5,10654.09,2130.818,3,55,Bangalore,Male,0
1202,12,4,9359.849999999999,2339.9624999999996,3,43,Delhi,Male,0
1203,19,1,1272.89,1272.89,1,29,Bangalore,Female,0
1204,217,3,12477.82,4159.2733333333335,3,49,Kolkata,Male,1
1205,13,5,9007.13,1801.426,4,63,Mumbai,Male,0
1206,36,2,18663.04,9331.52,1,40,Chennai,Male,0
1207,189,5,14767.990000000002,2953.5980000000004,4,24,Pune,Male,1
1208,252,2,19298.76,9649.38,1,31,Hyderabad,Female,1
1209,68,5,30735.71,6147.142,4,45,Ahmedabad,Female,0
1210,125,2,10960.68,5480.34,2,53,Delhi,Female,0
1211,321,2,7289.400000000001,3644.7000000000003,2,54,Chennai,Male,1
1212,149,4,13685.79,3421.4475,4,53,Delhi,Male,0
1213,57,4,8645.05,2161.2625,3,35,Hyderabad,Female,0
1214,9,3,18528.34,6176.113333333334,3,23,Delhi,Male,0
1215,18,5,18445.57,3689.114,2,39,Ahmedabad,Male,0
1216,39,5,12523.12,2504.6240000000003,3,26,Delhi,Female,0
1217,103,5,17827.03,3565.406,3,64,Mumbai,Male,0
1218,67,2,2547.92,1273.96,2,59,Mumbai,Male,0
1219,74,3,11574.11,3858.036666666667,2,40,Delhi,Male,0
1220,127,2,9959.07,4979.535,2,33,Hyderabad,Male,0
1221,428,1,941.56,941.56,1,39,Chennai,Male,1
1222,4,2,11402.189999999999,5701.094999999999,2,40,Mumbai,Female,0
1223,38,2,6660.92,3330.46,2,28,Chennai,Male,0
1224,41,3,4109.1,1369.7,2,40,Delhi,Female,0
1225,12,3,29399.479999999996,9799.826666666666,2,47,Ahmedabad,Female,0
1226,144,6,14310.560000000001,2385.0933333333337,4,21,Pune,Male,0
1227,412,2,4276.45,2138.225,2,48,Mumbai,Male,1
1228,322,1,1772.61,1772.61,1,64,Delhi,Male,1
1229,131,4,22668.219999999998,5667.054999999999,3,39,Mumbai,Female,0
1230,93,4,10811.07,2702.7675,4,41,Hyderabad,Female,0
1231,59,3,9405.210000000001,3135.07,3,61,Hyderabad,Female,0
1232,237,4,13958.490000000002,3489.6225000000004,3,40,Chennai,Male,1
1233,131,1,3452.04,3452.04,1,20,Hyderabad,Female,0
1234,154,6,30007.33,5001.221666666667,5,50,Mumbai,Male,0
1235,78,3,10467.15,3489.0499999999997,2,36,Kolkata,Female,0
1236,303,2,14212.39,7106.195,2,59,Pune,Male,1
1237,64,3,5367.84,1789.28,2,31,Chennai,Male,0
1238,11,3,14304.519999999999,4768.173333333333,3,52,Pune,Male,0
1241,19,7,32687.64,4669.662857142857,5,43,Delhi,Female,0
1242,169,2,7779.38,3889.69,2,53,Ahmedabad,Female,0
1243,68,2,14046.67,7023.335,2,23,Mumbai,Female,0
1244,42,5,25588.22,5117.644,4,55,Mumbai,Male,0
1245,25,3,15879.97,5293.323333333333,3,55,Delhi,Female,0
1246,95,4,25242.91,6310.7275,3,63,Pune,Female,0
1247,198,2,3797.0200000000004,1898.5100000000002,2,53,Ahmedabad,Male,1
1248,169,2,4519.92,2259.96,1,36,Bangalore,Male,0
1249,13,4,22212.75,5553.1875,3,27,Mumbai,Male,0
1250,22,3,5448.4400000000005,1816.1466666666668,2,60,Bangalore,Female,0
1252,30,4,27092.9,6773.225,3,30,Mumbai,Male,0
1253,39,6,31673.75,5278.958333333333,4,29,Hyderabad,Female,0
1255,103,3,13832.43,4610.81,2,40,Ahmedabad,Male,0
1256,504,1,11913.92,11913.92,1,57,Mumbai,Male,1
1257,417,3,19083.16,6361.053333333333,2,25,Hyderabad,Male,1
1258,100,3,4654.85,1551.6166666666668,3,30,Hyderabad,Female,0
1259,288,2,3652.27,1826.135,2,20,Ahmedabad,Female,1
1260,120,5,17264.84,3452.968,3,39,Delhi,Female,0
1261,113,5,15493.6,3098.7200000000003,4,42,Bangalore,Male,0
1262,67,3,14785.99,4928.663333333333,2,34,Hyderabad,Female,0
1263,328,2,17020.81,8510.405,2,22,Chennai,Female,1
1264,150,3,7480.5,2493.5,3,55,Chennai,Male,0
1265,28,3,13372.81,4457.6033333333335,3,26,Chennai,Female,0
1266,18,3,8588.150000000001,2862.716666666667,3,25,Mumbai,Male,0
1267,21,5,31866.01,6373.201999999999,3,21,Kolkata,Female,0
1268,224,2,2930.9300000000003,1465.4650000000001,2,59,Hyderabad,Female,1
1269,44,5,18285.08,3657.0160000000005,4,21,Kolkata,Male,0
1270,355,1,2748.68,2748.68,1,54,Hyderabad,Male,1
1271,6,4,18319.55,4579.8875,4,24,Chennai,Male,0
1272,45,4,4164.58,1041.145,3,26,Hyderabad,Male,0
1273,34,4,25093.31,6273.3275,2,51,Bangalore,Male,0
1274,1,2,3782.8900000000003,1891.4450000000002,2,64,Kolkata,Male,0
1275,152,1,508.96,508.96,1,30,Pune,Female,0
1276,37,8,24722.0,3090.25,5,34,Pune,Male,0
1277,162,3,10440.46,3480.153333333333,2,38,Mumbai,Female,0
1278,327,3,6061.889999999999,2020.6299999999999,3,61,Ahmedabad,Male,1
1279,113,2,6955.66,3477.83,2,30,Hyderabad,Male,0
1280,349,2,3821.45,1910.725,2,39,Delhi,Male,1
1281,101,2,12871.61,6435.805,2,54,Hyderabad,Female,0
1282,85,5,34653.869999999995,6930.773999999999,3,54,Hyderabad,Female,0
1283,55,3,15804.310000000001,5268.1033333333335,3,31,Chennai,Male,0
1284,38,4,9826.57,2456.6425,3,48,Bangalore,Male,0
1285,160,3,8917.779999999999,2972.593333333333,3,42,Mumbai,Male,0
1286,116,4,20823.74,5205.935,3,27,Pune,Male,0
1287,125,2,3554.9700000000003,1777.4850000000001,1,51,Mumbai,Female,0
1288,23,6,24632.2,4105.366666666667,5,23,Ahmedabad,Female,0
1289,125,1,1596.34,1596.34,1,39,Mumbai,Male,0
1290,56,2,17621.88,8810.94,2,40,Chennai,Female,0
1291,332,1,1494.43,1494.43,1,49,Ahmedabad,Female,1
1292,365,2,13216.279999999999,6608.139999999999,2,45,Bangalore,Female,1
1293,69,2,15728.670000000002,7864.335000000001,2,63,Pune,Female,0
1294,59,5,29182.850000000002,5836.570000000001,3,20,Delhi,Male,0
1295,62,5,8568.99,1713.798,3,20,Mumbai,Female,0
1297,213,1,2830.74,2830.74,1,48,Pune,Male,1
1298,164,2,15759.9,7879.95,2,28,Mumbai,Male,0
1299,353,2,1545.52,772.76,2,48,Mumbai,Male,1
1300,143,2,4204.01,2102.005,2,41,Hyderabad,Female,0
1301,46,6,20856.690000000002,3476.1150000000002,4,43,Bangalore,Male,0
1302,39,4,30635.3,7658.825,3,49,Ahmedabad,Female,0
1303,22,1,1971.34,1971.34,1,51,Chennai,Male,0
1304,12,6,41084.55,6847.425,3,35,Mumbai,Female,0
1305,161,2,15745.789999999999,7872.8949999999995,2,51,Bangalore,Female,0
1306,90,4,15021.82,3755.455,4,57,Chennai,Female,0
1307,163,2,6102.5,3051.25,2,38,Kolkata,Female,0
1308,299,1,3868.38,3868.38,1,43,Ahmedabad,Female,1
1309,404,1,6669.33,6669.33,1,31,Pune,Female,1
1310,33,5,7429.23,1485.846,4,34,Bangalore,Male,0
1311,189,3,7656.15,2552.0499999999997,2,45,Delhi,Female,1
1312,175,5,11547.92,2309.584,3,61,Hyderabad,Male,0
1313,57,5,11091.529999999999,2218.3059999999996,5,56,Pune,Female,0
1314,371,2,3884.0499999999997,1942.0249999999999,2,57,Ahmedabad,Male,1
1315,418,1,873.0,873.0,1,24,Kolkata,Female,1
1316,110,2,1291.99,645.995,2,58,Pune,Male,0
1317,38,6,22211.53,3701.9216666666666,4,21,Ahmedabad,Male,0
1318,331,1,11596.26,11596.26,1,28,Delhi,Female,1
1319,46,3,7660.01,2553.3366666666666,2,49,Bangalore,Female,0
1320,8,4,28181.64,7045.41,2,60,Bangalore,Male,0
1321,84,3,9647.91,3215.97,3,63,Delhi,Male,0
1322,447,1,550.81,550.81,1,38,Bangalore,Male,1
1323,211,4,24607.74,6151.935,3,31,Hyderabad,Female,1
1324,230,2,3491.62,1745.81,2,26,Kolkata,Male,1
1325,175,2,16370.17,8185.085,2,30,Kolkata,Male,0
1326,134,4,15122.78,3780.695,3,55,Delhi,Female,0
1327,261,3,13144.19,4381.3966666666665,3,23,Hyderabad,Male,1
1328,97,4,10594.38,2648.595,4,49,Delhi,Female,0
1329,355,3,7346.22,2448.7400000000002,3,42,Bangalore,Male,1
1330,71,6,53246.25,8874.375,2,30,Chennai,Female,0
1331,75,2,9037.54,4518.77,2,61,Mumbai,Male,0
1332,290,2,2707.23,1353.615,2,43,Delhi,Male,1
1333,153,4,18165.14,4541.285,4,36,Kolkata,Male,0
1334,125,4,6157.81,1539.4525,4,37,Delhi,Female,0
1335,1,6,24567.31,4094.5516666666667,4,29,Mumbai,Male,0
1336,265,3,11632.99,3877.6633333333334,3,64,Chennai,Male,1
1337,49,8,24696.050000000003,3087.0062500000004,4,48,Hyderabad,Female,0
1338,43,5,28549.24,5709.848,4,43,Bangalore,Male,0
1339,382,2,18888.17,9444.085,2,41,Mumbai,Male,1
1340,154,4,18870.59,4717.6475,4,46,Mumbai,Female,0
1341,181,5,17112.57,3422.514,2,54,Pune,Male,1
1342,250,3,20221.44,6740.48,2,31,Bangalore,Male,1
1343,19,2,5667.31,2833.655,2,46,Mumbai,Male,0
1344,238,2,22002.05,11001.025,2,20,Chennai,Male,1
1345,11,3,6540.5,2180.1666666666665,3,26,Bangalore,Male,0
1346,138,2,9309.03,4654.515,2,30,Bangalore,Male,0
1347,145,4,20865.760000000002,5216.4400000000005,2,41,Hyderabad,Female,0
1348,314,3,19434.690000000002,6478.2300000000005,3,30,Hyderabad,Male,1
1349,8,4,19280.870000000003,4820.217500000001,3,34,Bangalore,Male,0
1350,16,2,3450.1,1725.05,2,37,Bangalore,Female,0
1352,155,4,15351.6,3837.9,3,32,Kolkata,Female,0
1353,277,3,3413.5099999999998,1137.8366666666666,2,24,Pune,Male,1
1355,4,5,25704.67,5140.933999999999,3,49,Ahmedabad,Female,0
1356,5,2,4854.72,2427.36,2,53,Bangalore,Male,0
1357,254,2,10037.1,5018.55,2,53,Delhi,Male,1
1358,157,1,1081.37,1081.37,1,24,Mumbai,Female,0
1359,177,4,7219.23,1804.8075,3,22,Bangalore,Female,0
1360,37,4,12051.06,3012.765,4,51,Delhi,Male,0
1361,10,4,12069.96,3017.49,4,36,Mumbai,Female,0
1362,2,7,23519.72,3359.96,5,32,Bangalore,Female,0
1363,50,3,3150.93,1050.31,3,38,Pune,Male,0
1364,85,6,14302.85,2383.8083333333334,3,28,Hyderabad,Male,0
1365,215,3,11734.47,3911.49,3,32,Kolkata,Male,1
1366,78,2,11776.529999999999,5888.264999999999,2,43,Mumbai,Female,0
1367,414,1,1839.31,1839.31,1,41,Ahmedabad,Female,1
1368,255,3,6758.67,2252.89,3,58,Pune,Female,1
1369,34,3,3506.23,1168.7433333333333,2,46,Kolkata,Male,0
1370,37,3,17710.7,5903.566666666667,2,42,Ahmedabad,Female,0
1371,186,1,11744.16,11744.16,1,36,Mumbai,Male,1
1372,10,3,22842.13,7614.043333333334,2,44,Hyderabad,Male,0
1373,317,3,13576.86,4525.62,2,52,Mumbai,Female,1
1374,4,5,11523.05,2304.6099999999997,3,24,Bangalore,Male,0
1375,384,3,23917.15,7972.383333333334,2,49,Chennai,Male,1
1376,28,2,21645.0,10822.5,2,47,Hyderabad,Female,0
1377,60,3,6999.1900000000005,2333.0633333333335,2,37,Bangalore,Female,0
1378,151,3,19149.43,6383.143333333333,3,29,Mumbai,Male,0
1379,33,2,15596.739999999998,7798.369999999999,2,44,Hyderabad,Male,0
1380,120,4,13464.650000000001,3366.1625000000004,4,51,Hyderabad,Male,0
1381,127,2,2543.18,1271.59,1,18,Bangalore,Male,0
1382,35,4,19961.6,4990.4,3,51,Delhi,Male,0
1383,119,5,28823.940000000002,5764.7880000000005,4,40,Mumbai,Male,0
1384,461,2,5580.2300000000005,2790.1150000000002,2,19,Hyderabad,Male,1
1385,8,6,18734.35,3122.3916666666664,3,43,Hyderabad,Male,0
1386,196,7,25735.21,3676.4585714285713,6,62,Delhi,Male,1
1387,8,2,8341.869999999999,4170.9349999999995,2,53,Mumbai,Male,0
1388,373,2,13271.4,6635.7,2,36,Mumbai,Female,1
1389,91,5,19543.86,3908.772,5,63,Mumbai,Female,0
1390,46,5,19952.63,3990.5260000000003,3,48,Chennai,Male,0
1391,409,2,11514.609999999999,5757.304999999999,2,33,Mumbai,Female,1
1392,162,4,7959.139999999999,1989.7849999999999,4,22,Bangalore,Male,0
1394,118,5,22259.08,4451.816000000001,4,46,Bangalore,Male,0
1395,90,5,8605.79,1721.1580000000001,3,48,Delhi,Male,0
1396,124,7,15721.89,2245.9842857142858,5,40,Mumbai,Male,0
1397,127,5,16045.439999999999,3209.0879999999997,5,42,Hyderabad,Male,0
1398,8,6,26071.4,4345.233333333334,4,46,Mumbai,Male,0
1399,105,2,1438.99,719.495,2,19,Kolkata,Female,0
1400,21,9,48039.71,5337.745555555555,5,24,Chennai,Female,0
1401,69,3,6885.45,2295.15,3,30,Delhi,Female,0
1402,144,3,5211.37,1737.1233333333332,2,32,Delhi,Female,0
1403,33,5,38690.05,7738.01,2,56,Bangalore,Male,0
1404,71,5,20908.090000000004,4181.618,3,60,Chennai,Female,0
1405,83,5,11650.4,2330.08,4,26,Pune,Male,0
1406,166,5,16783.35,3356.6699999999996,3,48,Pune,Female,0
1407,20,3,19960.260000000002,6653.420000000001,2,28,Kolkata,Female,0
1408,414,1,7744.72,7744.72,1,52,Mumbai,Male,1
1409,428,1,5786.51,5786.51,1,44,Hyderabad,Male,1
1411,120,4,20201.88,5050.47,4,37,Kolkata,Female,0
1412,177,3,18589.93,6196.643333333333,2,22,Delhi,Female,0
1413,146,7,31180.620000000003,4454.374285714286,5,30,Mumbai,Female,0
1415,445,2,13477.45,6738.725,2,21,Delhi,Male,1
1417,343,2,2439.98,1219.99,2,27,Mumbai,Female,1
1418,371,4,11935.650000000001,2983.9125000000004,3,63,Mumbai,Female,1
1419,24,8,41869.53,5233.69125,4,49,Chennai,Male,0
1420,33,4,13488.939999999999,3372.2349999999997,4,53,Ahmedabad,Male,0
1421,225,4,11850.76,2962.69,3,62,Bangalore,Male,1
1422,409,1,1087.12,1087.12,1,50,Bangalore,Male,1
1423,127,1,3673.04,3673.04,1,20,Mumbai,Female,0
1424,17,7,33051.71,4721.672857142857,4,58,Chennai,Female,0
1425,506,1,1176.5,1176.5,1,27,Mumbai,Male,1
1426,215,3,14549.350000000002,4849.783333333334,3,19,Chennai,Male,1
